 ID,PARAM,dateTime,Premiere-Chute,SYM
02JB021,1,2050/04/01,221,
02JB021,1,2050/04/02,222,
02JB021,1,2050/04/03,208,
02JB021,1,2050/04/04,213,
02JB021,1,2050/04/05,200,
02JB021,1,2050/04/06,205,
02JB021,1,2050/04/07,194,
02JB021,1,2050/04/08,197,
02JB021,1,2050/04/09,194,
02JB021,1,2050/04/10,193,
02JB021,1,2050/04/11,195,
02JB021,1,2050/04/12,198,
02JB021,1,2050/04/13,204,
02JB021,1,2050/04/14,194,
02JB021,1,2050/04/15,226,
02JB021,1,2050/04/16,270,
02JB021,1,2050/04/17,267,
02JB021,1,2050/04/18,289,
02JB021,1,2050/04/19,314,
02JB021,1,2050/04/20,338,
02JB021,1,2050/04/21,344,
02JB021,1,2050/04/22,359,
02JB021,1,2050/04/23,349,
02JB021,1,2050/04/24,363,
02JB021,1,2050/04/25,348,
02JB021,1,2050/04/26,339,
02JB021,1,2050/04/27,350,
02JB021,1,2050/04/28,352,
02JB021,1,2050/04/29,342,
02JB021,1,2050/04/30,328,
02JB021,1,2050/05/01,361,
02JB021,1,2050/05/02,362,
02JB021,1,2050/05/03,330,
02JB021,1,2050/05/04,328,
02JB021,1,2050/05/05,314,
02JB021,1,2050/05/06,299,
02JB021,1,2050/05/07,320,
02JB021,1,2050/05/08,318,
02JB021,1,2050/05/09,314,
02JB021,1,2050/05/10,304,
02JB021,1,2050/05/11,297,
02JB021,1,2050/05/12,287,
02JB021,1,2050/05/13,280,
02JB021,1,2050/05/14,283,
02JB021,1,2050/05/15,293,
02JB021,1,2050/05/16,301,
02JB021,1,2050/05/17,292,
02JB021,1,2050/05/18,283,
02JB021,1,2050/05/19,265,
02JB021,1,2050/05/20,321,
02JB021,1,2050/05/21,348,
02JB021,1,2050/05/22,354,
02JB021,1,2050/05/23,351,
02JB021,1,2050/05/24,359,
02JB021,1,2050/05/25,350,
02JB021,1,2050/05/26,356,
02JB021,1,2050/05/27,344,
02JB021,1,2050/05/28,332,
02JB021,1,2050/05/29,323,
02JB021,1,2050/05/30,310,
02JB021,1,2050/05/31,295,
02JB021,1,2050/06/01,297,
02JB021,1,2050/06/02,300,
02JB021,1,2050/06/03,315,
02JB021,1,2050/06/04,336,
02JB021,1,2050/06/05,346,
02JB021,1,2050/06/06,322,
02JB021,1,2050/06/07,318,
02JB021,1,2050/06/08,301,
02JB021,1,2050/06/09,301,
02JB021,1,2050/06/10,304,
02JB021,1,2050/06/11,305,
02JB021,1,2050/06/12,314,
02JB021,1,2050/06/13,303,
02JB021,1,2050/06/14,316,
02JB021,1,2050/06/15,312,
02JB021,1,2050/06/16,300,
02JB021,1,2050/06/17,323,
02JB021,1,2050/06/18,327,
02JB021,1,2050/06/19,328,
02JB021,1,2050/06/20,327,
02JB021,1,2050/06/21,331,
02JB021,1,2050/06/22,333,
02JB021,1,2050/06/23,333,
02JB021,1,2050/06/24,338,
02JB021,1,2050/06/25,348,
02JB021,1,2050/06/26,371,
02JB021,1,2050/06/27,369,
02JB021,1,2050/06/28,384,
02JB021,1,2050/06/29,439,
02JB021,1,2050/06/30,448,
02JB021,1,2050/07/01,446,
02JB021,1,2050/07/02,448,
02JB021,1,2050/07/03,448,
02JB021,1,2050/07/04,428,
02JB021,1,2050/07/05,437,
02JB021,1,2050/07/06,440,
02JB021,1,2050/07/07,498,
02JB021,1,2050/07/08,585,
02JB021,1,2050/07/09,585,
02JB021,1,2050/07/10,599,
02JB021,1,2050/07/11,585,
02JB021,1,2050/07/12,578,
02JB021,1,2050/07/13,546,
02JB021,1,2050/07/14,518,
02JB021,1,2050/07/15,509,
02JB021,1,2050/07/16,497,
02JB021,1,2050/07/17,502,
02JB021,1,2050/07/18,447,
02JB021,1,2050/07/19,407,
02JB021,1,2050/07/20,406,
02JB021,1,2050/07/21,415,
02JB021,1,2050/07/22,400,
02JB021,1,2050/07/23,417,
02JB021,1,2050/07/24,399,
02JB021,1,2050/07/25,415,
02JB021,1,2050/07/26,406,
02JB021,1,2050/07/27,401,
02JB021,1,2050/07/28,408,
02JB021,1,2050/07/29,408,
02JB021,1,2050/07/30,414,
02JB021,1,2050/07/31,404,
02JB021,1,2050/08/01,403,
02JB021,1,2050/08/02,415,
02JB021,1,2050/08/03,414,
02JB021,1,2050/08/04,412,
02JB021,1,2050/08/05,405,
02JB021,1,2050/08/06,400,
02JB021,1,2050/08/07,399,
02JB021,1,2050/08/08,388,
02JB021,1,2050/08/09,392,
02JB021,1,2050/08/10,393,
02JB021,1,2050/08/11,398,
02JB021,1,2050/08/12,396,
02JB021,1,2050/08/13,396,
02JB021,1,2050/08/14,387,
02JB021,1,2050/08/15,336,
02JB021,1,2050/08/16,319,
02JB021,1,2050/08/17,296,
02JB021,1,2050/08/18,301,
02JB021,1,2050/08/19,291,
02JB021,1,2050/08/20,299,
02JB021,1,2050/08/21,299,
02JB021,1,2050/08/22,301,
02JB021,1,2050/08/23,297,
02JB021,1,2050/08/24,307,
02JB021,1,2050/08/25,289,
02JB021,1,2050/08/26,308,
02JB021,1,2050/08/27,305,
02JB021,1,2050/08/28,303,
02JB021,1,2050/08/29,307,
02JB021,1,2050/08/30,292,
02JB021,1,2050/08/31,316,
02JB021,1,2050/09/01,298,
02JB021,1,2050/09/02,330,
02JB021,1,2050/09/03,381,
02JB021,1,2050/09/04,361,
02JB021,1,2050/09/05,384,
02JB021,1,2050/09/06,324,
02JB021,1,2050/09/07,296,
02JB021,1,2050/09/08,284,
02JB021,1,2050/09/09,291,
02JB021,1,2050/09/10,290,
02JB021,1,2050/09/11,290,
02JB021,1,2050/09/12,289,
02JB021,1,2050/09/13,279,
02JB021,1,2050/09/14,294,
02JB021,1,2050/09/15,286,
02JB021,1,2050/09/16,289,
02JB021,1,2050/09/17,278,
02JB021,1,2050/09/18,284,
02JB021,1,2050/09/19,277,
02JB021,1,2050/09/20,300,
02JB021,1,2050/09/21,285,
02JB021,1,2050/09/22,295,
02JB021,1,2050/09/23,290,
02JB021,1,2050/09/24,282,
02JB021,1,2050/09/25,289,
02JB021,1,2050/09/26,280,
02JB021,1,2050/09/27,285,
02JB021,1,2050/09/28,292,
02JB021,1,2050/09/29,287,
02JB021,1,2050/09/30,295,
02JB021,1,2050/10/01,297,
02JB021,1,2050/10/02,302,
02JB021,1,2050/10/03,303,
02JB021,1,2050/10/04,296,
02JB021,1,2050/10/05,347,
02JB021,1,2050/10/06,388,
02JB021,1,2050/10/07,370,
02JB021,1,2050/10/08,361,
02JB021,1,2050/10/09,376,
02JB021,1,2050/10/10,384,
02JB021,1,2050/10/11,372,
02JB021,1,2050/10/12,368,
02JB021,1,2050/10/13,363,
02JB021,1,2050/10/14,382,
02JB021,1,2050/10/15,370,
02JB021,1,2050/10/16,365,
02JB021,1,2050/10/17,404,
02JB021,1,2050/10/18,427,
02JB021,1,2050/10/19,426,
02JB021,1,2050/10/20,427,
02JB021,1,2050/10/21,429,
02JB021,1,2050/10/22,423,
02JB021,1,2050/10/23,427,
02JB021,1,2050/10/24,417,
02JB021,1,2050/10/25,419,
02JB021,1,2050/10/26,411,
02JB021,1,2050/10/27,414,
02JB021,1,2050/10/28,396,
02JB021,1,2050/10/29,397,
02JB021,1,2050/10/30,387,
02JB021,1,2050/10/31,395,
02JB021,1,2050/11/01,380,
02JB021,1,2050/11/02,340,
02JB021,1,2050/11/03,336,
02JB021,1,2050/11/04,326,
02JB021,1,2050/11/05,350,
02JB021,1,2050/11/06,357,
02JB021,1,2050/11/07,365,
02JB021,1,2050/11/08,380,
02JB021,1,2050/11/09,421,
02JB021,1,2050/11/10,421,
02JB021,1,2050/11/11,408,
02JB021,1,2050/11/12,406,
02JB021,1,2050/11/13,417,
02JB021,1,2050/11/14,436,
02JB021,1,2050/11/15,425,
02JB021,1,2050/11/16,426,
02JB021,1,2050/11/17,429,
02JB021,1,2050/11/18,423,
02JB021,1,2050/11/19,429,
02JB021,1,2050/11/20,430,
02JB021,1,2050/11/21,428,
02JB021,1,2050/11/22,422,
02JB021,1,2050/11/23,417,
02JB021,1,2050/11/24,422,
02JB021,1,2050/11/25,422,
02JB021,1,2050/11/26,418,
02JB021,1,2050/11/27,427,
02JB021,1,2050/11/28,422,
02JB021,1,2050/11/29,417,
02JB021,1,2050/11/30,419,
02JB021,1,2050/12/01,414,
02JB021,1,2050/12/02,410,
02JB021,1,2050/12/03,407,
02JB021,1,2050/12/04,403,
02JB021,1,2050/12/05,423,
02JB021,1,2050/12/06,428,
02JB021,1,2050/12/07,419,
02JB021,1,2050/12/08,417,
02JB021,1,2050/12/09,427,
02JB021,1,2050/12/10,420,
02JB021,1,2050/12/11,423,
02JB021,1,2050/12/12,422,
02JB021,1,2050/12/13,424,
02JB021,1,2050/12/14,417,
02JB021,1,2050/12/15,415,
02JB021,1,2050/12/16,416,
02JB021,1,2050/12/17,418,
02JB021,1,2050/12/18,412,
02JB021,1,2050/12/19,416,
02JB021,1,2050/12/20,415,
02JB021,1,2050/12/21,409,
02JB021,1,2050/12/22,414,
02JB021,1,2050/12/23,406,
02JB021,1,2050/12/24,411,
02JB021,1,2050/12/25,423,
02JB021,1,2050/12/26,395,
02JB021,1,2050/12/27,422,
02JB021,1,2050/12/28,422,
02JB021,1,2050/12/29,441,
02JB021,1,2050/12/30,434,
02JB021,1,2050/12/31,440,
