 ID,PARAM,dateTime,Chute-Hemmings,SYM
02OF002,1,2050/02/28,164,
02OF002,1,2050/03/01,167,
02OF002,1,2050/03/02,150,
02OF002,1,2050/03/03,156,
02OF002,1,2050/03/04,153,
02OF002,1,2050/03/05,143,
02OF002,1,2050/03/06,145,
02OF002,1,2050/03/07,142,
02OF002,1,2050/03/08,129,
02OF002,1,2050/03/09,134,
02OF002,1,2050/03/10,136,
02OF002,1,2050/03/11,146,
02OF002,1,2050/03/12,144,
02OF002,1,2050/03/13,145,
02OF002,1,2050/03/14,143,
02OF002,1,2050/03/15,153,
02OF002,1,2050/03/16,153,
02OF002,1,2050/03/17,164,
02OF002,1,2050/03/18,181,
02OF002,1,2050/03/19,195,
02OF002,1,2050/03/20,179,
02OF002,1,2050/03/21,151,
02OF002,1,2050/03/22,153,
02OF002,1,2050/03/23,158,
02OF002,1,2050/03/24,190,
02OF002,1,2050/03/25,221,
02OF002,1,2050/03/26,235,
02OF002,1,2050/03/27,236,
02OF002,1,2050/03/28,268,
02OF002,1,2050/03/29,251,
02OF002,1,2050/03/30,231,
02OF002,1,2050/03/31,224,
02OF002,1,2050/04/01,186,
02OF002,1,2050/04/02,177,
02OF002,1,2050/04/03,176,
02OF002,1,2050/04/04,245,
02OF002,1,2050/04/05,423,
02OF002,1,2050/04/06,476,
02OF002,1,2050/04/07,664,
02OF002,1,2050/04/08,701,
02OF002,1,2050/04/09,641,
02OF002,1,2050/04/10,614,
02OF002,1,2050/04/11,900,
02OF002,1,2050/04/12,1030,
02OF002,1,2050/04/13,1070,
02OF002,1,2050/04/14,1210,
02OF002,1,2050/04/15,1470,
02OF002,1,2050/04/16,1720,
02OF002,1,2050/04/17,2140,
02OF002,1,2050/04/18,1730,
02OF002,1,2050/04/19,1130,
02OF002,1,2050/04/20,1040,
02OF002,1,2050/04/21,977,
02OF002,1,2050/04/22,854,
02OF002,1,2050/04/23,715,
02OF002,1,2050/04/24,654,
02OF002,1,2050/04/25,728,
02OF002,1,2050/04/26,781,
02OF002,1,2050/04/27,913,
02OF002,1,2050/04/28,1150,
02OF002,1,2050/04/29,1060,
02OF002,1,2050/04/30,877,
02OF002,1,2050/05/01,793,
02OF002,1,2050/05/02,884,
02OF002,1,2050/05/03,839,
02OF002,1,2050/05/04,718,
02OF002,1,2050/05/05,616,
02OF002,1,2050/05/06,535,
02OF002,1,2050/05/07,467,
02OF002,1,2050/05/08,397,
02OF002,1,2050/05/09,381,
02OF002,1,2050/05/10,342,
02OF002,1,2050/05/11,250,
02OF002,1,2050/05/12,207,
02OF002,1,2050/05/13,195,
02OF002,1,2050/05/14,217,
02OF002,1,2050/05/15,167,
02OF002,1,2050/05/16,134,
02OF002,1,2050/05/17,240,
02OF002,1,2050/05/18,422,
02OF002,1,2050/05/19,368,
02OF002,1,2050/05/20,303,
02OF002,1,2050/05/21,238,
02OF002,1,2050/05/22,224,
02OF002,1,2050/05/23,191,
02OF002,1,2050/05/24,142,
02OF002,1,2050/05/25,138,
02OF002,1,2050/05/26,119,
02OF002,1,2050/05/27,287,
02OF002,1,2050/05/28,368,
02OF002,1,2050/05/29,290,
02OF002,1,2050/05/30,234,
02OF002,1,2050/05/31,247,
02OF002,1,2050/06/01,273,
02OF002,1,2050/06/02,304,
02OF002,1,2050/06/03,234,
02OF002,1,2050/06/04,298,
02OF002,1,2050/06/05,242,
02OF002,1,2050/06/06,215,
02OF002,1,2050/06/07,282,
02OF002,1,2050/06/08,448,
02OF002,1,2050/06/09,357,
02OF002,1,2050/06/10,266,
02OF002,1,2050/06/11,201,
02OF002,1,2050/06/12,195,
02OF002,1,2050/06/13,221,
02OF002,1,2050/06/14,258,
02OF002,1,2050/06/15,325,
02OF002,1,2050/06/16,276,
02OF002,1,2050/06/17,216,
02OF002,1,2050/06/18,172,
02OF002,1,2050/06/19,289,
02OF002,1,2050/06/20,318,
02OF002,1,2050/06/21,202,
02OF002,1,2050/06/22,206,
02OF002,1,2050/06/23,205,
02OF002,1,2050/06/24,192,
02OF002,1,2050/06/25,125,
02OF002,1,2050/06/26,118,
02OF002,1,2050/06/27,99.0,
02OF002,1,2050/06/28,205,
02OF002,1,2050/06/29,180,
02OF002,1,2050/06/30,165,
02OF002,1,2050/07/01,155,
02OF002,1,2050/07/02,204,
02OF002,1,2050/07/03,283,
02OF002,1,2050/07/04,287,
02OF002,1,2050/07/05,197,
02OF002,1,2050/07/06,147,
02OF002,1,2050/07/07,146,
02OF002,1,2050/07/08,159,
02OF002,1,2050/07/09,159,
02OF002,1,2050/07/10,234,
02OF002,1,2050/07/11,245,
02OF002,1,2050/07/12,214,
02OF002,1,2050/07/13,162,
02OF002,1,2050/07/14,131,
02OF002,1,2050/07/15,109,
02OF002,1,2050/07/16,95.0,
02OF002,1,2050/07/17,76.0,
02OF002,1,2050/07/18,77.0,
02OF002,1,2050/07/19,83.0,
02OF002,1,2050/07/20,79.0,
02OF002,1,2050/07/21,66.0,
02OF002,1,2050/07/22,67.0,
02OF002,1,2050/07/23,186,
02OF002,1,2050/07/24,261,
02OF002,1,2050/07/25,213,
02OF002,1,2050/07/26,178,
02OF002,1,2050/07/27,159,
02OF002,1,2050/07/28,149,
02OF002,1,2050/07/29,136,
02OF002,1,2050/07/30,108,
02OF002,1,2050/07/31,124,
02OF002,1,2050/08/01,158,
02OF002,1,2050/08/02,131,
02OF002,1,2050/08/03,124,
02OF002,1,2050/08/04,123,
02OF002,1,2050/08/05,153,
02OF002,1,2050/08/06,134,
02OF002,1,2050/08/07,127,
02OF002,1,2050/08/08,112,
02OF002,1,2050/08/09,91.0,
02OF002,1,2050/08/10,78.0,
02OF002,1,2050/08/11,71.0,
02OF002,1,2050/08/12,71.0,
02OF002,1,2050/08/13,67.0,
02OF002,1,2050/08/14,54.0,
02OF002,1,2050/08/15,71.0,
02OF002,1,2050/08/16,76.0,
02OF002,1,2050/08/17,61.0,
02OF002,1,2050/08/18,49.0,
02OF002,1,2050/08/19,54.0,
02OF002,1,2050/08/20,44.0,
02OF002,1,2050/08/21,63.0,
02OF002,1,2050/08/22,64.0,
02OF002,1,2050/08/23,100,
02OF002,1,2050/08/24,71.0,
02OF002,1,2050/08/25,60.0,
02OF002,1,2050/08/26,51.0,
02OF002,1,2050/08/27,54.0,
02OF002,1,2050/08/28,57.0,
02OF002,1,2050/08/29,49.0,
02OF002,1,2050/08/30,55.0,
02OF002,1,2050/08/31,51.0,
02OF002,1,2050/09/01,51.0,
02OF002,1,2050/09/02,49.0,
02OF002,1,2050/09/03,37.0,
02OF002,1,2050/09/04,34.0,
02OF002,1,2050/09/05,46.0,
02OF002,1,2050/09/06,47.0,
02OF002,1,2050/09/07,47.0,
02OF002,1,2050/09/08,51.0,
02OF002,1,2050/09/09,49.0,
02OF002,1,2050/09/10,71.0,
02OF002,1,2050/09/11,84.0,
02OF002,1,2050/09/12,110,
02OF002,1,2050/09/13,143,
02OF002,1,2050/09/14,112,
02OF002,1,2050/09/15,107,
02OF002,1,2050/09/16,90.0,
02OF002,1,2050/09/17,90.0,
02OF002,1,2050/09/18,92.0,
02OF002,1,2050/09/19,87.0,
02OF002,1,2050/09/20,77.0,
02OF002,1,2050/09/21,70.0,
02OF002,1,2050/09/22,73.0,
02OF002,1,2050/09/23,67.0,
02OF002,1,2050/09/24,78.0,
02OF002,1,2050/09/25,72.0,
02OF002,1,2050/09/26,68.0,
02OF002,1,2050/09/27,68.0,
02OF002,1,2050/09/28,68.0,
02OF002,1,2050/09/29,75.0,
02OF002,1,2050/09/30,78.0,
02OF002,1,2050/10/01,79.0,
02OF002,1,2050/10/02,85.0,
02OF002,1,2050/10/03,77.0,
02OF002,1,2050/10/04,71.0,
02OF002,1,2050/10/05,64.0,
02OF002,1,2050/10/06,74.0,
02OF002,1,2050/10/07,68.0,
02OF002,1,2050/10/08,67.0,
02OF002,1,2050/10/09,71.0,
02OF002,1,2050/10/10,75.0,
02OF002,1,2050/10/11,73.0,
02OF002,1,2050/10/12,72.0,
02OF002,1,2050/10/13,69.0,
02OF002,1,2050/10/14,51.0,
02OF002,1,2050/10/15,43.0,
02OF002,1,2050/10/16,46.0,
02OF002,1,2050/10/17,46.0,
02OF002,1,2050/10/18,53.0,
02OF002,1,2050/10/19,70.0,
02OF002,1,2050/10/20,50.0,
02OF002,1,2050/10/21,48.0,
02OF002,1,2050/10/22,44.0,
02OF002,1,2050/10/23,44.0,
02OF002,1,2050/10/24,62.0,
02OF002,1,2050/10/25,65.0,
02OF002,1,2050/10/26,54.0,
02OF002,1,2050/10/27,45.0,
02OF002,1,2050/10/28,72.0,
02OF002,1,2050/10/29,88.0,
02OF002,1,2050/10/30,43.0,
02OF002,1,2050/10/31,63.0,
02OF002,1,2050/11/01,72.0,
02OF002,1,2050/11/02,216,
02OF002,1,2050/11/03,213,
02OF002,1,2050/11/04,148,
02OF002,1,2050/11/05,123,
02OF002,1,2050/11/06,127,
02OF002,1,2050/11/07,167,
02OF002,1,2050/11/08,193,
02OF002,1,2050/11/09,153,
02OF002,1,2050/11/10,133,
02OF002,1,2050/11/11,107,
02OF002,1,2050/11/12,101,
02OF002,1,2050/11/13,64.0,
02OF002,1,2050/11/14,64.0,
02OF002,1,2050/11/15,69.0,
02OF002,1,2050/11/16,70.0,
02OF002,1,2050/11/17,57.0,
02OF002,1,2050/11/18,54.0,
02OF002,1,2050/11/19,55.0,
02OF002,1,2050/11/20,40.0,
02OF002,1,2050/11/21,42.0,
02OF002,1,2050/11/22,38.0,
02OF002,1,2050/11/23,56.0,
02OF002,1,2050/11/24,75.0,
02OF002,1,2050/11/25,66.0,
02OF002,1,2050/11/26,34.0,
02OF002,1,2050/11/27,30.0,
02OF002,1,2050/11/28,34.0,
02OF002,1,2050/11/29,58.0,
02OF002,1,2050/11/30,131,
02OF002,1,2050/12/01,112,
02OF002,1,2050/12/02,90.0,
02OF002,1,2050/12/03,90.0,
02OF002,1,2050/12/04,81.0,
02OF002,1,2050/12/05,122,
02OF002,1,2050/12/06,388,
02OF002,1,2050/12/07,603,
02OF002,1,2050/12/08,480,
02OF002,1,2050/12/09,305,
02OF002,1,2050/12/10,166,
02OF002,1,2050/12/11,118,
02OF002,1,2050/12/12,101,
02OF002,1,2050/12/13,72.0,
02OF002,1,2050/12/14,88.0,
02OF002,1,2050/12/15,85.0,
02OF002,1,2050/12/16,107,
02OF002,1,2050/12/17,96.0,
02OF002,1,2050/12/18,87.0,
02OF002,1,2050/12/19,86.0,
02OF002,1,2050/12/20,81.0,
02OF002,1,2050/12/21,98.0,
02OF002,1,2050/12/22,121,
02OF002,1,2050/12/23,106,
02OF002,1,2050/12/24,105,
02OF002,1,2050/12/25,109,
02OF002,1,2050/12/26,95.0,
02OF002,1,2050/12/27,84.0,
02OF002,1,2050/12/28,95.0,
02OF002,1,2050/12/29,81.0,
02OF002,1,2050/12/30,51.0,
02OF002,1,2050/12/31,60.0,
