 ID,PARAM,dateTime,Romaine-1,SYM
02VC001,1,2025/06/30,262,
02VC001,1,2025/07/01,274,
02VC001,1,2025/07/02,292,
02VC001,1,2025/07/03,291,
02VC001,1,2025/07/04,276,
02VC001,1,2025/07/05,262,
02VC001,1,2025/07/06,250,
02VC001,1,2025/07/07,235,
02VC001,1,2025/07/08,226,
02VC001,1,2025/07/09,220,
02VC001,1,2025/07/10,208,
02VC001,1,2025/07/11,194,
02VC001,1,2025/07/12,186,
02VC001,1,2025/07/13,183,
02VC001,1,2025/07/14,178,
02VC001,1,2025/07/15,172,
02VC001,1,2025/07/16,162,
02VC001,1,2025/07/17,153,
02VC001,1,2025/07/18,144,
02VC001,1,2025/07/19,138,
02VC001,1,2025/07/20,132,
02VC001,1,2025/07/21,126,
02VC001,1,2025/07/22,127,
02VC001,1,2025/07/23,129,
02VC001,1,2025/07/24,121,
02VC001,1,2025/07/25,114,
02VC001,1,2025/07/26,113,
02VC001,1,2025/07/27,116,
02VC001,1,2025/07/28,128,
02VC001,1,2025/07/29,127,
02VC001,1,2025/07/30,122,
02VC001,1,2025/07/31,119,
02VC001,1,2025/08/01,119,
02VC001,1,2025/08/02,119,
02VC001,1,2025/08/03,118,
02VC001,1,2025/08/04,114,
02VC001,1,2025/08/05,110,
02VC001,1,2025/08/06,112,
02VC001,1,2025/08/07,129,
02VC001,1,2025/08/08,159,
02VC001,1,2025/08/09,170,
02VC001,1,2025/08/10,166,
02VC001,1,2025/08/11,164,
02VC001,1,2025/08/12,166,
02VC001,1,2025/08/13,165,
02VC001,1,2025/08/14,168,
02VC001,1,2025/08/15,188,
02VC001,1,2025/08/16,291,
02VC001,1,2025/08/17,412,
02VC001,1,2025/08/18,455,
02VC001,1,2025/08/19,454,
02VC001,1,2025/08/20,425,
02VC001,1,2025/08/21,395,
02VC001,1,2025/08/22,369,
02VC001,1,2025/08/23,359,
02VC001,1,2025/08/24,343,
02VC001,1,2025/08/25,328,
02VC001,1,2025/08/26,313,
02VC001,1,2025/08/27,302,
02VC001,1,2025/08/28,295,
02VC001,1,2025/08/29,284,
02VC001,1,2025/08/30,273,
02VC001,1,2025/08/31,264,
02VC001,1,2025/09/01,258,
02VC001,1,2025/09/02,249,
02VC001,1,2025/09/03,247,
02VC001,1,2025/09/04,260,
02VC001,1,2025/09/05,270,
02VC001,1,2025/09/06,270,
02VC001,1,2025/09/07,262,
02VC001,1,2025/09/08,250,
02VC001,1,2025/09/09,239,
02VC001,1,2025/09/10,236,
02VC001,1,2025/09/11,226,
02VC001,1,2025/09/12,220,
02VC001,1,2025/09/13,222,
02VC001,1,2025/09/14,242,
02VC001,1,2025/09/15,272,
02VC001,1,2025/09/16,280,
02VC001,1,2025/09/17,272,
02VC001,1,2025/09/18,263,
02VC001,1,2025/09/19,253,
02VC001,1,2025/09/20,241,
02VC001,1,2025/09/21,236,
02VC001,1,2025/09/22,232,
02VC001,1,2025/09/23,236,
02VC001,1,2025/09/24,267,
02VC001,1,2025/09/25,437,
02VC001,1,2025/09/26,511,
02VC001,1,2025/09/27,492,
02VC001,1,2025/09/28,452,
02VC001,1,2025/09/29,416,
02VC001,1,2025/09/30,381,
02VC001,1,2025/10/01,351,
02VC001,1,2025/10/02,325,
02VC001,1,2025/10/03,304,
02VC001,1,2025/10/04,289,
02VC001,1,2025/10/05,274,
02VC001,1,2025/10/06,260,
02VC001,1,2025/10/07,249,
02VC001,1,2025/10/08,246,
02VC001,1,2025/10/09,280,
02VC001,1,2025/10/10,317,
02VC001,1,2025/10/11,307,
02VC001,1,2025/10/12,288,
02VC001,1,2025/10/13,272,
02VC001,1,2025/10/14,259,
02VC001,1,2025/10/15,250,
02VC001,1,2025/10/16,243,
02VC001,1,2025/10/17,239,
02VC001,1,2025/10/18,243,
02VC001,1,2025/10/19,270,
02VC001,1,2025/10/20,293,
02VC001,1,2025/10/21,305,
02VC001,1,2025/10/22,324,
02VC001,1,2025/10/23,346,
02VC001,1,2025/10/24,410,
02VC001,1,2025/10/25,417,
02VC001,1,2025/10/26,383,
02VC001,1,2025/10/27,354,
02VC001,1,2025/10/28,327,
02VC001,1,2025/10/29,312,
02VC001,1,2025/10/30,298,
02VC001,1,2025/10/31,285,
02VC001,1,2025/11/01,273,
02VC001,1,2025/11/02,268,
02VC001,1,2025/11/03,274,
02VC001,1,2025/11/04,273,
02VC001,1,2025/11/05,265,
02VC001,1,2025/11/06,253,
02VC001,1,2025/11/07,248,
02VC001,1,2025/11/08,254,
02VC001,1,2025/11/09,255,
02VC001,1,2025/11/10,251,
02VC001,1,2025/11/11,245,
02VC001,1,2025/11/12,240,
02VC001,1,2025/11/13,237,
02VC001,1,2025/11/14,225,
02VC001,1,2025/11/15,204,
02VC001,1,2025/11/16,198,
02VC001,1,2025/11/17,219,
02VC001,1,2025/11/18,235,
02VC001,1,2025/11/19,259,
02VC001,1,2025/11/20,316,
02VC001,1,2025/11/21,295,
02VC001,1,2025/11/22,229,
02VC001,1,2025/11/23,208,
02VC001,1,2025/11/24,214,
02VC001,1,2025/11/25,237,
02VC001,1,2025/11/26,230,
02VC001,1,2025/11/27,212,
02VC001,1,2025/11/28,255,
02VC001,1,2025/11/29,410,
02VC001,1,2025/11/30,384,
02VC001,1,2025/12/01,323,
02VC001,1,2025/12/02,289,
02VC001,1,2025/12/03,269,
02VC001,1,2025/12/04,261,
02VC001,1,2025/12/05,247,
02VC001,1,2025/12/06,234,
02VC001,1,2025/12/07,228,
02VC001,1,2025/12/08,214,
02VC001,1,2025/12/09,196,B
02VC001,1,2025/12/10,186,B
02VC001,1,2025/12/11,176,B
02VC001,1,2025/12/12,168,B
02VC001,1,2025/12/13,161,B
02VC001,1,2025/12/14,154,B
02VC001,1,2025/12/15,148,B
02VC001,1,2025/12/16,142,B
02VC001,1,2025/12/17,137,B
02VC001,1,2025/12/18,133,B
02VC001,1,2025/12/19,128,B
02VC001,1,2025/12/20,124,B
02VC001,1,2025/12/21,121,B
02VC001,1,2025/12/22,118,B
02VC001,1,2025/12/23,115,B
02VC001,1,2025/12/24,112,B
02VC001,1,2025/12/25,110,B
02VC001,1,2025/12/26,107,B
02VC001,1,2025/12/27,105,B
02VC001,1,2025/12/28,103,B
02VC001,1,2025/12/29,101,B
02VC001,1,2025/12/30,99.6,B
02VC001,1,2025/12/31,98.0,B
02VC001,1,2026/01/01,98.0,B
