 ID,PARAM,dateTime,La tuque,SYM
02NE002,1,2025/06/23,434,
02NE002,1,2025/06/24,297,
02NE002,1,2025/06/25,499,
02NE002,1,2025/06/26,520,
02NE002,1,2025/06/27,440,
02NE002,1,2025/06/28,677,
02NE002,1,2025/06/29,859,
02NE002,1,2025/06/30,694,
02NE002,1,2025/07/01,736,
02NE002,1,2025/07/02,810,
02NE002,1,2025/07/03,895,
02NE002,1,2025/07/04,797,
02NE002,1,2025/07/05,657,
02NE002,1,2025/07/06,689,
02NE002,1,2025/07/07,907,
02NE002,1,2025/07/08,923,
02NE002,1,2025/07/09,950,
02NE002,1,2025/07/10,951,
02NE002,1,2025/07/11,1130,
02NE002,1,2025/07/12,984,
02NE002,1,2025/07/13,852,
02NE002,1,2025/07/14,807,
02NE002,1,2025/07/15,701,
02NE002,1,2025/07/16,786,
02NE002,1,2025/07/17,747,
02NE002,1,2025/07/18,612,
02NE002,1,2025/07/19,597,
02NE002,1,2025/07/20,569,
02NE002,1,2025/07/21,574,
02NE002,1,2025/07/22,581,
02NE002,1,2025/07/23,645,
02NE002,1,2025/07/24,650,
02NE002,1,2025/07/25,681,
02NE002,1,2025/07/26,699,
02NE002,1,2025/07/27,682,
02NE002,1,2025/07/28,660,
02NE002,1,2025/07/29,694,
02NE002,1,2025/07/30,636,
02NE002,1,2025/07/31,606,
02NE002,1,2025/08/01,660,
02NE002,1,2025/08/02,593,
02NE002,1,2025/08/03,607,
02NE002,1,2025/08/04,572,
02NE002,1,2025/08/05,628,
02NE002,1,2025/08/06,574,
02NE002,1,2025/08/07,616,
02NE002,1,2025/08/08,558,
02NE002,1,2025/08/09,505,
02NE002,1,2025/08/10,522,
02NE002,1,2025/08/11,521,
02NE002,1,2025/08/12,533,
02NE002,1,2025/08/13,525,
02NE002,1,2025/08/14,479,
02NE002,1,2025/08/15,503,
02NE002,1,2025/08/16,400,
02NE002,1,2025/08/17,387,
02NE002,1,2025/08/18,366,
02NE002,1,2025/08/19,479,
02NE002,1,2025/08/20,539,
02NE002,1,2025/08/21,500,
02NE002,1,2025/08/22,487,
02NE002,1,2025/08/23,494,
02NE002,1,2025/08/24,486,
02NE002,1,2025/08/25,465,
02NE002,1,2025/08/26,454,
02NE002,1,2025/08/27,369,
02NE002,1,2025/08/28,347,
02NE002,1,2025/08/29,352,
02NE002,1,2025/08/30,353,
02NE002,1,2025/08/31,350,
02NE002,1,2025/09/01,375,
02NE002,1,2025/09/02,477,
02NE002,1,2025/09/03,536,
02NE002,1,2025/09/04,529,
02NE002,1,2025/09/05,470,
02NE002,1,2025/09/06,473,
02NE002,1,2025/09/07,477,
02NE002,1,2025/09/08,347,
02NE002,1,2025/09/09,378,
02NE002,1,2025/09/10,426,
02NE002,1,2025/09/11,459,
02NE002,1,2025/09/12,499,
02NE002,1,2025/09/13,491,
02NE002,1,2025/09/14,584,
02NE002,1,2025/09/15,530,
02NE002,1,2025/09/16,476,
02NE002,1,2025/09/17,507,
02NE002,1,2025/09/18,500,
02NE002,1,2025/09/19,636,
02NE002,1,2025/09/20,628,
02NE002,1,2025/09/21,511,
02NE002,1,2025/09/22,510,
02NE002,1,2025/09/23,490,
02NE002,1,2025/09/24,468,
02NE002,1,2025/09/25,459,
02NE002,1,2025/09/26,463,
02NE002,1,2025/09/27,432,
02NE002,1,2025/09/28,465,
02NE002,1,2025/09/29,484,
02NE002,1,2025/09/30,476,
02NE002,1,2025/10/01,484,
02NE002,1,2025/10/02,479,
02NE002,1,2025/10/03,447,
02NE002,1,2025/10/04,417,
02NE002,1,2025/10/05,425,
02NE002,1,2025/10/06,433,
02NE002,1,2025/10/07,490,
02NE002,1,2025/10/08,431,
02NE002,1,2025/10/09,476,
02NE002,1,2025/10/10,437,
02NE002,1,2025/10/11,445,
02NE002,1,2025/10/12,454,
02NE002,1,2025/10/13,422,
02NE002,1,2025/10/14,412,
02NE002,1,2025/10/15,360,
02NE002,1,2025/10/16,395,
02NE002,1,2025/10/17,431,
02NE002,1,2025/10/18,434,
02NE002,1,2025/10/19,390,
02NE002,1,2025/10/20,348,
02NE002,1,2025/10/21,335,
02NE002,1,2025/10/22,371,
02NE002,1,2025/10/23,380,
02NE002,1,2025/10/24,385,
02NE002,1,2025/10/25,418,
02NE002,1,2025/10/26,424,
02NE002,1,2025/10/27,462,
02NE002,1,2025/10/28,421,
02NE002,1,2025/10/29,418,
02NE002,1,2025/10/30,426,
02NE002,1,2025/10/31,418,
02NE002,1,2025/11/01,364,
02NE002,1,2025/11/02,467,
02NE002,1,2025/11/03,453,
02NE002,1,2025/11/04,504,
02NE002,1,2025/11/05,627,
02NE002,1,2025/11/06,702,
02NE002,1,2025/11/07,896,
02NE002,1,2025/11/08,1080,
02NE002,1,2025/11/09,876,
02NE002,1,2025/11/10,892,
02NE002,1,2025/11/11,968,
02NE002,1,2025/11/12,719,
02NE002,1,2025/11/13,671,
02NE002,1,2025/11/14,632,
02NE002,1,2025/11/15,703,
02NE002,1,2025/11/16,696,
02NE002,1,2025/11/17,664,
02NE002,1,2025/11/18,645,
02NE002,1,2025/11/19,653,
02NE002,1,2025/11/20,632,
02NE002,1,2025/11/21,560,
02NE002,1,2025/11/22,587,
02NE002,1,2025/11/23,616,
02NE002,1,2025/11/24,593,
02NE002,1,2025/11/25,606,
02NE002,1,2025/11/26,534,
02NE002,1,2025/11/27,533,
02NE002,1,2025/11/28,560,
02NE002,1,2025/11/29,518,
02NE002,1,2025/11/30,377,
02NE002,1,2025/12/01,416,
02NE002,1,2025/12/02,445,
02NE002,1,2025/12/03,461,
02NE002,1,2025/12/04,507,
02NE002,1,2025/12/05,536,
02NE002,1,2025/12/06,534,
02NE002,1,2025/12/07,563,
02NE002,1,2025/12/08,564,
02NE002,1,2025/12/09,530,
02NE002,1,2025/12/10,553,
02NE002,1,2025/12/11,543,
02NE002,1,2025/12/12,670,
02NE002,1,2025/12/13,691,
02NE002,1,2025/12/14,639,
02NE002,1,2025/12/15,628,
02NE002,1,2025/12/16,639,
02NE002,1,2025/12/17,639,
02NE002,1,2025/12/18,636,
02NE002,1,2025/12/19,636,
02NE002,1,2025/12/20,638,
02NE002,1,2025/12/21,639,
02NE002,1,2025/12/22,641,
02NE002,1,2025/12/23,621,
02NE002,1,2025/12/24,609,
02NE002,1,2025/12/25,636,
02NE002,1,2025/12/26,636,
02NE002,1,2025/12/27,636,
02NE002,1,2025/12/28,636,
02NE002,1,2025/12/29,631,
02NE002,1,2025/12/30,659,
02NE002,1,2025/12/31,618,
02NE002,1,2026/01/01,618,
