 ID,PARAM,Date,Rapide-des-Quinze,SYM
02JB008,1,2025/07/09,715,
02JB008,1,2025/07/10,706,
02JB008,1,2025/07/11,668,
02JB008,1,2025/07/12,604,
02JB008,1,2025/07/13,548,
02JB008,1,2025/07/14,495,
02JB008,1,2025/07/15,490,
02JB008,1,2025/07/16,464,
02JB008,1,2025/07/17,462,
02JB008,1,2025/07/18,443,
02JB008,1,2025/07/19,415,
02JB008,1,2025/07/20,399,
02JB008,1,2025/07/21,398,
02JB008,1,2025/07/22,406,
02JB008,1,2025/07/23,401,
02JB008,1,2025/07/24,397,
02JB008,1,2025/07/25,413,
02JB008,1,2025/07/26,409,
02JB008,1,2025/07/27,406,
02JB008,1,2025/07/28,407,
02JB008,1,2025/07/29,408,
02JB008,1,2025/07/30,406,
02JB008,1,2025/07/31,412,
02JB008,1,2025/08/01,405,
02JB008,1,2025/08/02,434,
02JB008,1,2025/08/03,411,
02JB008,1,2025/08/04,425,
02JB008,1,2025/08/05,401,
02JB008,1,2025/08/06,396,
02JB008,1,2025/08/07,395,
02JB008,1,2025/08/08,420,
02JB008,1,2025/08/09,394,
02JB008,1,2025/08/10,391,
02JB008,1,2025/08/11,383,
02JB008,1,2025/08/12,388,
02JB008,1,2025/08/13,385,
02JB008,1,2025/08/14,385,
02JB008,1,2025/08/15,349,
02JB008,1,2025/08/16,317,
02JB008,1,2025/08/17,298,
02JB008,1,2025/08/18,294,
02JB008,1,2025/08/19,300,
02JB008,1,2025/08/20,304,
02JB008,1,2025/08/21,308,
02JB008,1,2025/08/22,305,
02JB008,1,2025/08/23,298,
02JB008,1,2025/08/24,297,
02JB008,1,2025/08/25,300,
02JB008,1,2025/08/26,300,
02JB008,1,2025/08/27,304,
02JB008,1,2025/08/28,306,
02JB008,1,2025/08/29,305,
02JB008,1,2025/08/30,306,
02JB008,1,2025/08/31,304,
02JB008,1,2025/09/01,308,
02JB008,1,2025/09/02,340,
02JB008,1,2025/09/03,381,
02JB008,1,2025/09/04,383,
02JB008,1,2025/09/05,376,
02JB008,1,2025/09/06,321,
02JB008,1,2025/09/07,295,
02JB008,1,2025/09/08,293,
02JB008,1,2025/09/09,292,
02JB008,1,2025/09/10,291,
02JB008,1,2025/09/11,292,
02JB008,1,2025/09/12,291,
02JB008,1,2025/09/13,290,
02JB008,1,2025/09/14,292,
02JB008,1,2025/09/15,290,
02JB008,1,2025/09/16,285,
02JB008,1,2025/09/17,280,
02JB008,1,2025/09/18,280,
02JB008,1,2025/09/19,274,
02JB008,1,2025/09/20,293,
02JB008,1,2025/09/21,287,
02JB008,1,2025/09/22,288,
02JB008,1,2025/09/23,287,
02JB008,1,2025/09/24,289,
02JB008,1,2025/09/25,290,
02JB008,1,2025/09/26,289,
02JB008,1,2025/09/27,286,
02JB008,1,2025/09/28,290,
02JB008,1,2025/09/29,291,
02JB008,1,2025/09/30,294,
02JB008,1,2025/10/01,293,
02JB008,1,2025/10/02,293,
02JB008,1,2025/10/03,295,
02JB008,1,2025/10/04,296,
02JB008,1,2025/10/05,346,
02JB008,1,2025/10/06,379,
02JB008,1,2025/10/07,378,
02JB008,1,2025/10/08,379,
02JB008,1,2025/10/09,379,
02JB008,1,2025/10/10,380,
02JB008,1,2025/10/11,380,
02JB008,1,2025/10/12,381,
02JB008,1,2025/10/13,380,
02JB008,1,2025/10/14,379,
02JB008,1,2025/10/15,370,
02JB008,1,2025/10/16,362,
02JB008,1,2025/10/17,388,
02JB008,1,2025/10/18,417,
02JB008,1,2025/10/19,415,
02JB008,1,2025/10/20,414,
02JB008,1,2025/10/21,413,
02JB008,1,2025/10/22,412,
02JB008,1,2025/10/23,413,
02JB008,1,2025/10/24,410,
02JB008,1,2025/10/25,408,
02JB008,1,2025/10/26,404,
02JB008,1,2025/10/27,402,
02JB008,1,2025/10/28,397,
02JB008,1,2025/10/29,394,
02JB008,1,2025/10/30,394,
02JB008,1,2025/10/31,395,
02JB008,1,2025/11/01,376,
02JB008,1,2025/11/02,342,
02JB008,1,2025/11/03,342,
02JB008,1,2025/11/04,341,
02JB008,1,2025/11/05,344,
02JB008,1,2025/11/06,347,
02JB008,1,2025/11/07,348,
02JB008,1,2025/11/08,383,
02JB008,1,2025/11/09,403,
02JB008,1,2025/11/10,409,
02JB008,1,2025/11/11,413,
02JB008,1,2025/11/12,415,
02JB008,1,2025/11/13,415,
02JB008,1,2025/11/14,415,
02JB008,1,2025/11/15,414,
02JB008,1,2025/11/16,416,
02JB008,1,2025/11/17,417,
02JB008,1,2025/11/18,416,
02JB008,1,2025/11/19,411,
02JB008,1,2025/11/20,414,
02JB008,1,2025/11/21,416,
02JB008,1,2025/11/22,409,
02JB008,1,2025/11/23,409,
02JB008,1,2025/11/24,411,
02JB008,1,2025/11/25,412,
02JB008,1,2025/11/26,410,
02JB008,1,2025/11/27,411,
02JB008,1,2025/11/28,414,
02JB008,1,2025/11/29,411,
02JB008,1,2025/11/30,412,
02JB008,1,2025/12/01,412,
02JB008,1,2025/12/02,413,
02JB008,1,2025/12/03,415,
02JB008,1,2025/12/04,413,
02JB008,1,2025/12/05,415,
02JB008,1,2025/12/06,410,
02JB008,1,2025/12/07,409,
02JB008,1,2025/12/08,408,
02JB008,1,2025/12/09,411,
02JB008,1,2025/12/10,411,
02JB008,1,2025/12/11,411,
02JB008,1,2025/12/12,411,
02JB008,1,2025/12/13,410,
02JB008,1,2025/12/14,407,
02JB008,1,2025/12/15,404,
02JB008,1,2025/12/16,404,
02JB008,1,2025/12/17,404,
02JB008,1,2025/12/18,403,
02JB008,1,2025/12/19,402,
02JB008,1,2025/12/20,402,
02JB008,1,2025/12/21,403,
02JB008,1,2025/12/22,403,
02JB008,1,2025/12/23,400,
02JB008,1,2025/12/24,398,
02JB008,1,2025/12/25,398,
02JB008,1,2025/12/26,398,
02JB008,1,2025/12/27,398,
02JB008,1,2025/12/28,408,
02JB008,1,2025/12/29,413,
02JB008,1,2025/12/30,414,
02JB008,1,2025/12/31,415,
02JB008,1,2026/01/01,415,
